"ID"                      , "AUTHOR"     , "FILENAME"                 , "DATEEXECUTED"           , "ORDEREXECUTED", "EXECTYPE", "MD5SUM"                            , "DESCRIPTION"              , "COMMENTS", "TAG", "LIQUIBASE", "CONTEXTS", "LABELS"
"Create and load all data", "Jim Barrows", "./database_change_log.yml", "2021-03-14T11:31:13.611", "1"            , "EXECUTED", "7:1662abb108da91b5480e33988feed7cb", "sqlFile; sqlFile; sqlFile",           , ""   , "3.5.3"    , "()"      , ""      , "5739473560"
